user_id,product_id,event,weight,timestamp
U003,P037,view,1,2026-01-03 11:25:00
U003,P014,view,1,2026-01-03 12:00:00
U004,P032,purchase,5,2026-01-04 00:50:00
U004,P050,cart,3,2026-01-04 01:09:00
U004,P030,view,1,2026-01-04 02:03:00
U004,P027,cart,3,2026-01-04 03:47:00
U004,P034,view,1,2026-01-04 04:30:00
U004,P052,purchase,5,2026-01-04 05:10:00
U004,P028,cart,3,2026-01-04 06:54:00
U004,P048,cart,3,2026-01-04 07:43:00
U004,P014,view,1,2026-01-04 08:56:00
U004,P031,cart,3,2026-01-04 09:02:00
U004,P033,view,1,2026-01-04 10:37:00
U004,P036,view,1,2026-01-04 11:16:00
U004,P029,cart,3,2026-01-04 12:15:00
U004,P049,view,1,2026-01-04 13:41:00
U004,P039,view,1,2026-01-04 14:48:00
U004,P046,view,1,2026-01-04 15:39:00
U005,P046,cart,3,2026-01-05 00:08:00
U005,P050,cart,3,2026-01-05 01:56:00
U005,P005,view,1,2026-01-05 02:28:00
U005,P038,view,1,2026-01-05 03:39:00
U005,P037,cart,3,2026-01-05 04:33:00
U005,P042,purchase,5,2026-01-05 05:19:00
U005,P019,view,1,2026-01-05 06:56:00
U005,P001,view,1,2026-01-05 07:06:00
U005,P008,view,1,2026-01-05 08:18:00
U005,P007,cart,3,2026-01-05 09:13:00
U005,P047,purchase,5,2026-01-05 10:32:00
U005,P013,purchase,5,2026-01-05 11:54:00
U005,P009,cart,3,2026-01-05 12:53:00
U006,P012,view,1,2026-01-06 00:16:00
U006,P029,view,1,2026-01-06 01:45:00
U006,P015,view,1,2026-01-06 02:04:00
U006,P053,view,1,2026-01-06 03:09:00
U006,P028,purchase,5,2026-01-06 04:37:00
U006,P033,view,1,2026-01-06 05:02:00
U006,P030,purchase,5,2026-01-06 06:50:00
U006,P037,view,1,2026-01-06 07:22:00
U006,P011,view,1,2026-01-06 08:06:00
U006,P001,cart,3,2026-01-06 09:55:00
U006,P032,cart,3,2026-01-06 10:09:00
U006,P017,view,1,2026-01-06 11:10:00
U007,P039,view,1,2026-01-07 00:59:00
U007,P024,cart,3,2026-01-07 01:47:00
U007,P009,view,1,2026-01-07 02:50:00
U007,P035,view,1,2026-01-07 03:02:00
U007,P030,view,1,2026-01-07 04:52:00
U007,P052,view,1,2026-01-07 05:52:00
U007,P008,view,1,2026-01-07 06:01:00
U007,P001,view,1,2026-01-07 07:17:00
U007,P048,purchase,5,2026-01-07 08:17:00
U007,P023,cart,3,2026-01-07 09:43:00
U007,P029,view,1,2026-01-07 10:01:00
U007,P038,purchase,5,2026-01-07 11:11:00
U007,P003,purchase,5,2026-01-07 12:02:00
U007,P025,view,1,2026-01-07 13:46:00
U008,P003,view,1,2026-01-08 00:57:00
U008,P027,view,1,2026-01-08 01:45:00
U008,P036,cart,3,2026-01-08 02:51:00
U008,P034,cart,3,2026-01-08 03:47:00
U008,P031,view,1,2026-01-08 04:27:00
U008,P038,cart,3,2026-01-08 05:21:00
U008,P032,cart,3,2026-01-08 06:07:00
U008,P028,view,1,2026-01-08 07:19:00
U008,P035,view,1,2026-01-08 08:44:00
U008,P037,view,1,2026-01-08 09:26:00
U008,P029,view,1,2026-01-08 10:47:00
U008,P006,view,1,2026-01-08 11:19:00
U008,P040,purchase,5,2026-01-08 12:19:00
U008,P033,view,1,2026-01-08 13:37:00
U008,P030,view,1,2026-01-08 14:28:00
U008,P039,view,1,2026-01-08 15:30:00
U008,P025,purchase,5,2026-01-08 16:47:00
U008,P002,view,1,2026-01-08 17:32:00
U008,P014,view,1,2026-01-08 18:05:00
U008,P004,cart,3,2026-01-08 19:43:00
U008,P051,cart,3,2026-01-08 20:09:00
U009,P022,view,1,2026-01-09 00:49:00
U009,P012,view,1,2026-01-09 01:40:00
U009,P004,cart,3,2026-01-09 02:24:00
U009,P002,view,1,2026-01-09 03:41:00
U009,P007,purchase,5,2026-01-09 04:55:00
U009,P009,view,1,2026-01-09 05:27:00
U009,P052,purchase,5,2026-01-09 06:44:00
U009,P001,view,1,2026-01-09 07:15:00
U009,P027,view,1,2026-01-09 08:08:00
U009,P005,cart,3,2026-01-09 09:35:00
U009,P050,purchase,5,2026-01-09 10:57:00
U009,P008,purchase,5,2026-01-09 11:57:00
U009,P006,purchase,5,2026-01-09 12:35:00
U009,P049,view,1,2026-01-09 13:55:00
U009,P010,view,1,2026-01-09 14:15:00
U010,P048,view,1,2026-01-10 00:45:00
U010,P032,view,1,2026-01-10 01:20:00
U010,P008,view,1,2026-01-10 02:09:00
U010,P050,cart,3,2026-01-10 03:45:00
U010,P038,view,1,2026-01-10 04:21:00
U010,P029,view,1,2026-01-10 05:13:00
U010,P002,view,1,2026-01-10 06:49:00
U010,P051,cart,3,2026-01-10 07:54:00
U010,P021,view,1,2026-01-10 08:30:00
U010,P049,view,1,2026-01-10 09:48:00
U010,P037,purchase,5,2026-01-10 10:53:00
U010,P033,purchase,5,2026-01-10 11:34:00
U010,P030,purchase,5,2026-01-10 12:31:00
U010,P040,view,1,2026-01-10 13:01:00
U010,P039,cart,3,2026-01-10 14:51:00
U010,P028,view,1,2026-01-10 15:29:00
U010,P047,purchase,5,2026-01-10 16:34:00
U010,P036,view,1,2026-01-10 17:36:00
U010,P052,view,1,2026-01-10 18:27:00
U010,P053,view,1,2026-01-10 19:03:00
U010,P035,view,1,2026-01-10 20:29:00
U010,P034,purchase,5,2026-01-10 21:24:00
U011,P046,view,1,2026-01-11 00:47:00
U011,P040,purchase,5,2026-01-11 01:22:00
U011,P038,view,1,2026-01-11 02:41:00
U011,P030,view,1,2026-01-11 03:15:00
U011,P036,view,1,2026-01-11 04:09:00
U011,P039,view,1,2026-01-11 05:07:00
U011,P029,view,1,2026-01-11 06:44:00
U011,P035,view,1,2026-01-11 07:38:00
U011,P033,purchase,5,2026-01-11 08:07:00
U011,P032,view,1,2026-01-11 09:19:00
U011,P028,view,1,2026-01-11 10:19:00
U011,P027,purchase,5,2026-01-11 11:24:00
U011,P037,cart,3,2026-01-11 12:04:00
U011,P034,purchase,5,2026-01-11 13:15:00
U011,P031,purchase,5,2026-01-11 14:54:00
U011,P009,cart,3,2026-01-11 15:50:00
U012,P042,cart,3,2026-01-12 00:04:00
U012,P004,view,1,2026-01-12 01:54:00
U012,P003,cart,3,2026-01-12 02:27:00
U012,P048,view,1,2026-01-12 03:53:00
U012,P011,view,1,2026-01-12 04:11:00
U012,P015,purchase,5,2026-01-12 05:17:00
U012,P001,purchase,5,2026-01-12 06:49:00
U012,P043,view,1,2026-01-12 07:46:00
U012,P014,view,1,2026-01-12 08:15:00
U012,P036,view,1,2026-01-12 09:56:00
U012,P045,purchase,5,2026-01-12 10:36:00
U012,P013,view,1,2026-01-12 11:01:00
U012,P007,view,1,2026-01-12 12:31:00
U012,P044,purchase,5,2026-01-12 13:21:00
U012,P047,cart,3,2026-01-12 14:56:00
U012,P006,view,1,2026-01-12 15:12:00
U012,P008,cart,3,2026-01-12 16:31:00
U013,P034,view,1,2026-01-13 00:01:00
U013,P016,view,1,2026-01-13 01:44:00
U013,P023,cart,3,2026-01-13 02:23:00
U013,P037,cart,3,2026-01-13 03:27:00
U013,P048,view,1,2026-01-13 04:22:00
U013,P038,view,1,2026-01-13 05:16:00
U013,P022,cart,3,2026-01-13 06:20:00
U013,P017,cart,3,2026-01-13 07:48:00
U013,P047,view,1,2026-01-13 08:47:00
U013,P046,cart,3,2026-01-13 09:48:00
U013,P024,view,1,2026-01-13 10:06:00
U013,P051,view,1,2026-01-13 11:23:00
U013,P041,view,1,2026-01-13 12:34:00
U013,P035,view,1,2026-01-13 13:03:00
U013,P040,cart,3,2026-01-13 14:08:00
U013,P039,purchase,5,2026-01-13 15:06:00
U013,P005,view,1,2026-01-13 16:30:00
U013,P045,view,1,2026-01-13 17:03:00
U013,P042,purchase,5,2026-01-13 18:07:00
U013,P014,view,1,2026-01-13 19:04:00
U013,P018,cart,3,2026-01-13 20:09:00
U013,P021,cart,3,2026-01-13 21:19:00
U014,P026,view,1,2026-01-14 00:38:00
U014,P024,view,1,2026-01-14 01:33:00
U014,P001,purchase,5,2026-01-14 02:19:00
U014,P036,purchase,5,2026-01-14 03:19:00
U014,P008,view,1,2026-01-14 04:47:00
U014,P012,purchase,5,2026-01-14 05:40:00
U014,P007,cart,3,2026-01-14 06:10:00
U014,P025,cart,3,2026-01-14 07:10:00
U014,P018,view,1,2026-01-14 08:38:00
U014,P005,view,1,2026-01-14 09:18:00
U014,P002,cart,3,2026-01-14 10:29:00
U014,P011,view,1,2026-01-14 11:16:00
U014,P013,cart,3,2026-01-14 12:42:00
U015,P026,cart,3,2026-01-15 00:58:00
U015,P023,view,1,2026-01-15 01:03:00
U015,P036,view,1,2026-01-15 02:47:00
U015,P049,purchase,5,2026-01-15 03:28:00
U015,P039,cart,3,2026-01-15 04:44:00
U015,P035,view,1,2026-01-15 05:34:00
U015,P038,view,1,2026-01-15 06:02:00
U015,P047,cart,3,2026-01-15 07:38:00
U015,P016,view,1,2026-01-15 08:43:00
U015,P002,view,1,2026-01-15 09:01:00
U015,P032,view,1,2026-01-15 10:17:00
U015,P024,purchase,5,2026-01-15 11:11:00
U015,P037,cart,3,2026-01-15 12:58:00
U016,P026,purchase,5,2026-01-16 00:30:00
U016,P027,view,1,2026-01-16 01:42:00
U016,P025,view,1,2026-01-16 02:26:00
U016,P032,view,1,2026-01-16 03:25:00
U016,P024,cart,3,2026-01-16 04:29:00
U016,P035,view,1,2026-01-16 05:07:00
U016,P042,view,1,2026-01-16 06:32:00
U016,P015,view,1,2026-01-16 07:55:00
U016,P018,view,1,2026-01-16 08:12:00
U016,P040,cart,3,2026-01-16 09:31:00
U016,P022,purchase,5,2026-01-16 10:13:00
U016,P019,view,1,2026-01-16 11:18:00
U016,P017,cart,3,2026-01-16 12:07:00
U016,P031,cart,3,2026-01-16 13:51:00
U016,P021,view,1,2026-01-16 14:35:00
U016,P016,view,1,2026-01-16 15:14:00
U016,P007,cart,3,2026-01-16 16:29:00
U016,P009,view,1,2026-01-16 17:09:00
U016,P033,cart,3,2026-01-16 18:32:00
U016,P034,view,1,2026-01-16 19:30:00
U016,P010,view,1,2026-01-16 20:35:00
U016,P038,view,1,2026-01-16 21:38:00
U017,P044,purchase,5,2026-01-17 00:26:00
U017,P042,purchase,5,2026-01-17 01:17:00
U017,P002,view,1,2026-01-17 02:19:00
U017,P050,view,1,2026-01-17 03:42:00
U017,P017,view,1,2026-01-17 04:34:00
U017,P026,view,1,2026-01-17 05:48:00
U017,P043,view,1,2026-01-17 06:20:00
U017,P012,purchase,5,2026-01-17 07:15:00
U017,P025,view,1,2026-01-17 08:49:00
U017,P024,view,1,2026-01-17 09:30:00
U017,P046,purchase,5,2026-01-17 10:24:00
U017,P004,cart,3,2026-01-17 11:41:00
U017,P009,view,1,2026-01-17 12:02:00
U018,P024,view,1,2026-01-18 00:54:00
U018,P022,cart,3,2026-01-18 01:29:00
U018,P041,view,1,2026-01-18 02:55:00
U018,P044,view,1,2026-01-18 03:30:00
U018,P045,view,1,2026-01-18 04:39:00
U018,P020,cart,3,2026-01-18 05:54:00
U018,P026,cart,3,2026-01-18 06:34:00
U018,P021,view,1,2026-01-18 07:45:00
U018,P008,view,1,2026-01-18 08:34:00
U018,P018,view,1,2026-01-18 09:40:00
U018,P042,view,1,2026-01-18 10:14:00
U018,P017,view,1,2026-01-18 11:06:00
U018,P016,cart,3,2026-01-18 12:06:00
U018,P023,cart,3,2026-01-18 13:57:00
U018,P046,view,1,2026-01-18 14:03:00
U018,P047,view,1,2026-01-18 15:09:00
U018,P025,view,1,2026-01-18 16:43:00
U018,P043,view,1,2026-01-18 17:05:00
U018,P019,view,1,2026-01-18 18:43:00
U018,P051,cart,3,2026-01-18 19:09:00
U018,P029,view,1,2026-01-18 20:29:00
U019,P015,view,1,2026-01-19 00:28:00
U019,P041,purchase,5,2026-01-19 01:19:00
U019,P009,view,1,2026-01-19 02:16:00
U019,P006,view,1,2026-01-19 03:24:00
U019,P024,view,1,2026-01-19 04:24:00
U019,P030,cart,3,2026-01-19 05:44:00
U019,P007,purchase,5,2026-01-19 06:42:00
U019,P010,view,1,2026-01-19 07:55:00
U019,P002,purchase,5,2026-01-19 08:03:00
U019,P042,cart,3,2026-01-19 09:53:00
U019,P052,view,1,2026-01-19 10:51:00
U019,P012,purchase,5,2026-01-19 11:14:00
U019,P027,cart,3,2026-01-19 12:43:00
U019,P037,purchase,5,2026-01-19 13:43:00
U019,P051,view,1,2026-01-19 14:57:00
U019,P014,view,1,2026-01-19 15:50:00
U020,P005,view,1,2026-01-20 00:58:00
U020,P007,purchase,5,2026-01-20 01:11:00
U020,P008,purchase,5,2026-01-20 02:56:00
U020,P041,view,1,2026-01-20 03:58:00
U020,P035,view,1,2026-01-20 04:58:00
U020,P019,view,1,2026-01-20 05:51:00
U020,P038,purchase,5,2026-01-20 06:51:00
U020,P034,purchase,5,2026-01-20 07:09:00
U020,P002,view,1,2026-01-20 08:43:00
U020,P036,purchase,5,2026-01-20 09:54:00
U020,P001,view,1,2026-01-20 10:50:00
U020,P037,view,1,2026-01-20 11:07:00
U020,P010,cart,3,2026-01-20 12:43:00
U020,P013,view,1,2026-01-20 13:40:00
U020,P042,view,1,2026-01-20 14:14:00
U020,P012,cart,3,2026-01-20 15:35:00
U020,P040,cart,3,2026-01-20 16:41:00
U020,P004,purchase,5,2026-01-20 17:58:00
U020,P009,cart,3,2026-01-20 18:07:00
U020,P039,purchase,5,2026-01-20 19:19:00
U020,P017,view,1,2026-01-20 20:15:00
U021,P047,cart,3,2026-01-21 00:47:00
U021,P041,cart,3,2026-01-21 01:37:00
U021,P016,view,1,2026-01-21 02:26:00
U021,P044,purchase,5,2026-01-21 03:39:00
U021,P024,purchase,5,2026-01-21 04:02:00
U021,P025,view,1,2026-01-21 05:28:00
U021,P040,cart,3,2026-01-21 06:06:00
U021,P004,view,1,2026-01-21 07:57:00
U021,P001,view,1,2026-01-21 08:25:00
U021,P017,purchase,5,2026-01-21 09:54:00
U021,P008,view,1,2026-01-21 10:13:00
U021,P022,cart,3,2026-01-21 11:01:00
U021,P026,view,1,2026-01-21 12:08:00
U021,P023,view,1,2026-01-21 13:53:00
U021,P046,view,1,2026-01-21 14:13:00
U021,P021,view,1,2026-01-21 15:49:00
U021,P043,purchase,5,2026-01-21 16:00:00
U021,P018,purchase,5,2026-01-21 17:08:00
U022,P022,view,1,2026-01-22 00:00:00
U022,P017,purchase,5,2026-01-22 01:37:00
U022,P041,view,1,2026-01-22 02:03:00
U022,P029,view,1,2026-01-22 03:07:00
U022,P032,view,1,2026-01-22 04:49:00
U022,P030,cart,3,2026-01-22 05:28:00
U022,P023,purchase,5,2026-01-22 06:02:00
U022,P046,purchase,5,2026-01-22 07:42:00
U022,P018,view,1,2026-01-22 08:01:00
U022,P047,view,1,2026-01-22 09:25:00
U022,P042,view,1,2026-01-22 10:45:00
U022,P002,view,1,2026-01-22 11:05:00
U022,P024,view,1,2026-01-22 12:08:00
U023,P044,cart,3,2026-01-23 00:24:00
U023,P020,view,1,2026-01-23 01:29:00
U023,P042,view,1,2026-01-23 02:50:00
U023,P030,purchase,5,2026-01-23 03:41:00
U023,P012,view,1,2026-01-23 04:55:00
U023,P047,view,1,2026-01-23 05:14:00
U023,P027,purchase,5,2026-01-23 06:25:00
U023,P028,view,1,2026-01-23 07:27:00
U023,P041,view,1,2026-01-23 08:09:00
U023,P045,view,1,2026-01-23 09:05:00
U023,P006,view,1,2026-01-23 10:06:00
U023,P029,view,1,2026-01-23 11:08:00
U023,P031,cart,3,2026-01-23 12:35:00
U023,P046,cart,3,2026-01-23 13:26:00
U023,P033,cart,3,2026-01-23 14:48:00
U023,P032,purchase,5,2026-01-23 15:03:00
U023,P019,view,1,2026-01-23 16:22:00
U023,P043,cart,3,2026-01-23 17:09:00
U023,P013,view,1,2026-01-23 18:06:00
U023,P011,view,1,2026-01-23 19:07:00
U023,P010,view,1,2026-01-23 20:51:00
U023,P002,view,1,2026-01-23 21:49:00
U024,P052,view,1,2026-01-24 00:59:00
U024,P053,cart,3,2026-01-24 01:01:00
U024,P050,cart,3,2026-01-24 02:19:00
U024,P035,view,1,2026-01-24 03:11:00
U024,P002,view,1,2026-01-24 04:25:00
U024,P045,purchase,5,2026-01-24 05:01:00
U024,P049,cart,3,2026-01-24 06:24:00
U024,P043,view,1,2026-01-24 07:23:00
U024,P041,view,1,2026-01-24 08:36:00
U024,P051,purchase,5,2026-01-24 09:09:00
U024,P046,cart,3,2026-01-24 10:43:00
U024,P047,view,1,2026-01-24 11:27:00
U024,P048,view,1,2026-01-24 12:17:00
U024,P042,cart,3,2026-01-24 13:22:00
U024,P044,view,1,2026-01-24 14:43:00
U024,P027,view,1,2026-01-24 15:19:00
U024,P010,view,1,2026-01-24 16:38:00
U024,P008,view,1,2026-01-24 17:13:00
U024,P007,cart,3,2026-01-24 18:18:00
U024,P033,view,1,2026-01-24 19:47:00
U024,P005,view,1,2026-01-24 20:34:00
U024,P040,view,1,2026-01-24 21:53:00
U025,P040,view,1,2026-01-25 00:01:00
U025,P014,view,1,2026-01-25 01:20:00
U025,P050,cart,3,2026-01-25 02:45:00
U025,P009,view,1,2026-01-25 03:25:00
U025,P004,view,1,2026-01-25 04:51:00
U025,P019,view,1,2026-01-25 05:44:00
U025,P044,view,1,2026-01-25 06:54:00
U025,P029,view,1,2026-01-25 07:25:00
U025,P007,view,1,2026-01-25 08:19:00
U025,P006,view,1,2026-01-25 09:49:00
U025,P015,cart,3,2026-01-25 10:07:00
U025,P033,view,1,2026-01-25 11:49:00
U025,P052,cart,3,2026-01-25 12:52:00
U025,P011,view,1,2026-01-25 13:06:00
U025,P005,view,1,2026-01-25 14:38:00
U025,P031,purchase,5,2026-01-25 15:04:00
U025,P028,purchase,5,2026-01-25 16:31:00
U025,P051,cart,3,2026-01-25 17:37:00
U026,P047,cart,3,2026-01-01 00:55:00
U026,P048,view,1,2026-01-01 01:28:00
U026,P042,view,1,2026-01-01 02:19:00
U026,P041,cart,3,2026-01-01 03:22:00
U026,P039,view,1,2026-01-01 04:28:00
U026,P040,view,1,2026-01-01 05:18:00
U026,P046,purchase,5,2026-01-01 06:54:00
U026,P034,cart,3,2026-01-01 07:24:00
U026,P045,cart,3,2026-01-01 08:50:00
U026,P043,view,1,2026-01-01 09:58:00
U026,P037,cart,3,2026-01-01 10:20:00
U026,P036,cart,3,2026-01-01 11:03:00
U026,P035,purchase,5,2026-01-01 12:53:00
U026,P038,cart,3,2026-01-01 13:32:00
U026,P044,view,1,2026-01-01 14:45:00
U026,P027,view,1,2026-01-01 15:33:00
U026,P010,view,1,2026-01-01 16:58:00
U026,P019,view,1,2026-01-01 17:21:00
U026,P011,view,1,2026-01-01 18:40:00
U026,P015,view,1,2026-01-01 19:06:00
U026,P049,view,1,2026-01-01 20:16:00
U026,P003,view,1,2026-01-01 21:58:00
U027,P021,cart,3,2026-01-02 00:58:00
U027,P042,purchase,5,2026-01-02 01:44:00
U027,P026,view,1,2026-01-02 02:45:00
U027,P027,view,1,2026-01-02 03:24:00
U027,P044,view,1,2026-01-02 04:08:00
U027,P046,purchase,5,2026-01-02 05:47:00
U027,P014,cart,3,2026-01-02 06:05:00
U027,P047,view,1,2026-01-02 07:23:00
U027,P024,view,1,2026-01-02 08:13:00
U027,P041,purchase,5,2026-01-02 09:12:00
U027,P045,view,1,2026-01-02 10:04:00
U027,P016,purchase,5,2026-01-02 11:32:00
U027,P018,purchase,5,2026-01-02 12:56:00
U027,P022,cart,3,2026-01-02 13:56:00
U027,P025,view,1,2026-01-02 14:24:00
U027,P019,view,1,2026-01-02 15:44:00
U027,P023,purchase,5,2026-01-02 16:10:00
U028,P035,cart,3,2026-01-03 00:28:00
U028,P038,purchase,5,2026-01-03 01:50:00
U028,P007,cart,3,2026-01-03 02:19:00
U028,P020,cart,3,2026-01-03 03:57:00
U028,P033,view,1,2026-01-03 04:36:00
U028,P030,view,1,2026-01-03 05:18:00
U028,P013,cart,3,2026-01-03 06:26:00
U028,P029,cart,3,2026-01-03 07:51:00
U028,P051,purchase,5,2026-01-03 08:03:00
U028,P006,purchase,5,2026-01-03 09:35:00
U028,P031,view,1,2026-01-03 10:33:00
U028,P027,view,1,2026-01-03 11:48:00
U028,P037,view,1,2026-01-03 12:32:00
U028,P034,view,1,2026-01-03 13:58:00
U028,P036,view,1,2026-01-03 14:22:00
U028,P041,view,1,2026-01-03 15:25:00
U028,P003,view,1,2026-01-03 16:05:00
U028,P009,view,1,2026-01-03 17:59:00
U029,P032,view,1,2026-01-04 00:53:00
U029,P014,purchase,5,2026-01-04 01:48:00
U029,P011,view,1,2026-01-04 02:00:00
U029,P048,view,1,2026-01-04 03:13:00
U029,P042,view,1,2026-01-04 04:46:00
U029,P006,view,1,2026-01-04 05:49:00
U029,P008,view,1,2026-01-04 06:03:00
U029,P002,cart,3,2026-01-04 07:39:00
U029,P007,view,1,2026-01-04 08:57:00
U029,P031,cart,3,2026-01-04 09:40:00
U029,P033,view,1,2026-01-04 10:09:00
U029,P015,view,1,2026-01-04 11:22:00
U029,P027,view,1,2026-01-04 12:42:00
U029,P030,cart,3,2026-01-04 13:23:00
U030,P004,purchase,5,2026-01-05 00:35:00
U030,P007,purchase,5,2026-01-05 01:02:00
U030,P046,purchase,5,2026-01-05 02:16:00
U030,P005,view,1,2026-01-05 03:04:00
U030,P008,purchase,5,2026-01-05 04:40:00
U030,P012,cart,3,2026-01-05 05:48:00
U030,P042,view,1,2026-01-05 06:34:00
U030,P013,cart,3,2026-01-05 07:53:00
U030,P003,view,1,2026-01-05 08:44:00
U030,P044,view,1,2026-01-05 09:08:00
U030,P041,purchase,5,2026-01-05 10:29:00
U030,P009,view,1,2026-01-05 11:50:00
U030,P010,view,1,2026-01-05 12:59:00
U030,P014,view,1,2026-01-05 13:52:00
U030,P015,view,1,2026-01-05 14:48:00
U030,P001,view,1,2026-01-05 15:55:00
U030,P006,purchase,5,2026-01-05 16:21:00
U030,P043,purchase,5,2026-01-05 17:27:00
U030,P021,cart,3,2026-01-05 18:57:00
U030,P036,view,1,2026-01-05 19:11:00
U031,P049,view,1,2026-01-06 00:27:00
U031,P035,cart,3,2026-01-06 01:52:00
U031,P030,view,1,2026-01-06 02:06:00
U031,P033,cart,3,2026-01-06 03:19:00
U031,P032,cart,3,2026-01-06 04:10:00
U031,P028,view,1,2026-01-06 05:02:00
U031,P051,purchase,5,2026-01-06 06:39:00
U031,P002,view,1,2026-01-06 07:50:00
U031,P008,view,1,2026-01-06 08:40:00
U031,P039,cart,3,2026-01-06 09:47:00
U031,P036,purchase,5,2026-01-06 10:09:00
U031,P011,view,1,2026-01-06 11:28:00
U031,P053,view,1,2026-01-06 12:49:00
U031,P052,view,1,2026-01-06 13:36:00
U031,P027,view,1,2026-01-06 14:28:00
U031,P045,view,1,2026-01-06 15:48:00
U031,P040,view,1,2026-01-06 16:23:00
U031,P037,cart,3,2026-01-06 17:15:00
U031,P041,view,1,2026-01-06 18:11:00
U031,P050,view,1,2026-01-06 19:35:00
U032,P029,view,1,2026-01-07 00:39:00
U032,P027,purchase,5,2026-01-07 01:31:00
U032,P008,view,1,2026-01-07 02:04:00
U032,P031,purchase,5,2026-01-07 03:28:00
U032,P050,cart,3,2026-01-07 04:54:00
U032,P034,view,1,2026-01-07 05:45:00
U032,P032,cart,3,2026-01-07 06:57:00
U032,P014,view,1,2026-01-07 07:45:00
U032,P018,view,1,2026-01-07 08:50:00
U032,P004,view,1,2026-01-07 09:12:00
U032,P005,view,1,2026-01-07 10:31:00
U032,P009,cart,3,2026-01-07 11:23:00
U032,P013,purchase,5,2026-01-07 12:08:00
U032,P015,view,1,2026-01-07 13:19:00
U032,P012,cart,3,2026-01-07 14:30:00
U032,P003,purchase,5,2026-01-07 15:52:00
U033,P033,view,1,2026-01-08 00:28:00
U033,P014,cart,3,2026-01-08 01:08:00
U033,P036,cart,3,2026-01-08 02:40:00
U033,P004,purchase,5,2026-01-08 03:08:00
U033,P010,purchase,5,2026-01-08 04:03:00
U033,P048,view,1,2026-01-08 05:19:00
U033,P001,view,1,2026-01-08 06:45:00
U033,P009,purchase,5,2026-01-08 07:33:00
U033,P026,cart,3,2026-01-08 08:16:00
U033,P041,purchase,5,2026-01-08 09:17:00
U033,P042,view,1,2026-01-08 10:34:00
U033,P012,cart,3,2026-01-08 11:37:00
U033,P018,view,1,2026-01-08 12:42:00
U033,P005,purchase,5,2026-01-08 13:21:00
U034,P048,cart,3,2026-01-09 00:36:00
U034,P015,view,1,2026-01-09 01:36:00
U034,P041,cart,3,2026-01-09 02:31:00
U034,P021,view,1,2026-01-09 03:41:00
U034,P032,view,1,2026-01-09 04:51:00
U034,P002,view,1,2026-01-09 05:29:00
U034,P011,view,1,2026-01-09 06:28:00
U034,P044,view,1,2026-01-09 07:21:00
U034,P006,view,1,2026-01-09 08:45:00
U034,P010,purchase,5,2026-01-09 09:22:00
U034,P018,view,1,2026-01-09 10:23:00
U034,P046,view,1,2026-01-09 11:15:00
U034,P013,view,1,2026-01-09 12:15:00
U035,P017,view,1,2026-01-10 00:39:00
U035,P008,purchase,5,2026-01-10 01:57:00
U035,P024,view,1,2026-01-10 02:36:00
U035,P001,view,1,2026-01-10 03:10:00
U035,P014,cart,3,2026-01-10 04:31:00
U035,P047,view,1,2026-01-10 05:05:00
U035,P038,view,1,2026-01-10 06:15:00
U035,P011,view,1,2026-01-10 07:03:00
U035,P007,cart,3,2026-01-10 08:53:00
U035,P023,view,1,2026-01-10 09:34:00
U035,P004,view,1,2026-01-10 10:08:00
U035,P036,cart,3,2026-01-10 11:48:00
